合约代码,交易日期,时间,最新价,上次结算价,昨收盘,昨持仓量,今开盘,最高价,最低价,数量,成交金额,持仓量,今收盘,本次结算价,涨停板价,跌停板价
cu1805,20180309,15:00:00,51190,52220,52020,288444,51820,51970,51080,289024,7.44901e+10,290898,51190,51540,54830,49600
