合约代码,交易日期,时间,最新价,上次结算价,昨收盘,昨持仓量,今开盘,最高价,最低价,数量,成交金额,持仓量,今收盘,本次结算价,涨停板价,跌停板价
i1805,20180309,15:00:25,483.5,510,500.5,1.64937e+06,498.5,502,479.5,2810186,1.38294e+11,1.69466e+06,483.5,492,550.5,469.5
