合约代码,交易日期,时间,最新价,上次结算价,昨收盘,昨持仓量,今开盘,最高价,最低价,数量,成交金额,持仓量,今收盘,本次结算价,涨停板价,跌停板价
CF805,20180309,15:00:03,15230,15165,15125,259062,15165,15255,15150,131400,1.99925e+09,253354,15230,15215,15775,14555
